question_num,id,trialnum,question,tot,rt,test_trialnum,subj_answer,correct_answer,recall,mistake,recall_notChecked
119,14,94,What is the name of the ship that carried the pilgrims to America in 1620?,yes,1.670666206,105,mayflower,MAYFLOWER,C,0,C
69,14,95,What is the highest mountain in the U.S.?,N/A,0,128,mckinley,MCKINLEY,C,0,C
70,14,96,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,yes,1.426343928,66,monticello,MONTICELLO,C,0,C
110,14,97,What is the capital of Denmark?,yes,1.695185316,144,copenhagen,COPENHAGEN,C,0,C
10,14,98,What is the last name of the man who wrote Canterbury Tales?,yes,1.810178485,8,chaucer,CHAUCER,C,0,C
146,14,99,What country joins Central America to South America?,N/A,0,142,panama,PANAMA,C,0,C
41,14,100,What is the name of the furry animal that attacks cobra snakes?,yes,1.329299561,41,mongoose,MONGOOSE,C,0,C
121,14,101,What is the name for the astronomical bodies that enter the earth's atmosphere?,yes,1.409877586,110,meteors,METEORS,C,0,C
7,14,102,What is the last name of the man who first studied genetic inheritance in plants?,N/A,0,73,mendelssohn,MENDEL,C,0,I
37,14,103,What is the last name of the boy in the book Treasure Island?,no,1.76014669,135,hawkins,HAWKINS,C,0,C
96,14,104,What is the last name of the person who has graced the most Sports Illustrated covers?,no,1.615037089,107,jordan,JORDAN,C,0,C
98,14,105,Of which country is Nairobi the capital?,yes,2.51971422,112,,KENYA,I,0,I
123,14,106,What is the last name of the man who was president directly after James Madison?,no,1.77511154,86,monroe,MONROE,C,0,C
107,14,107,What is the last name of the first person to set foot on the moon?,yes,1.441119292,85,armstrong,ARMSTRONG,C,0,C
106,14,108,What is the longest river in South America?,yes,2.105407732,102,amazon,AMAZON,C,1,C
124,14,109,What major city is on an island in the St. Lawrence River?,no,1.542589805,125,montreal,MONTREAL,C,0,C
87,14,110,What is the more common name for a mandrill?,no,1.845008645,140,,BABOON,I,0,I
48,14,111,What is the name of the man who assassinated Abraham Lincoln?,no,1.937393215,141,booth,BOOTH,C,0,C
18,14,112,What is the capital of Delaware?,no,1.410775446,94,,DOVER,I,0,I
118,14,113,What is the last name of the man who began the Protestant reformation in Germany?,N/A,0,48,luther,LUTHER,C,0,C
104,14,114,What is the name of the process by which plants make their food?,yes,1.301034888,117,photosynthesis,PHOTOSYNTHESIS,C,0,C
28,14,115,What is the last name of the author of the book 1984?,N/A,0,123,orwell,ORWELL,C,0,C
47,14,116,In what ancient city were the Hanging Gardens located?,yes,1.376417993,11,babylon,BABYLON,C,0,C
67,14,117,What is the last name of the man who wrote the Star Spangled Banner?,N/A,0,127,keyes,KEY,C,0,I
33,14,118,What is the name of the crime in which a person purposely betrays their country?,N/A,0,54,treason,TREASON,C,0,C
75,14,119,What is the world's largest snake?,yes,1.481135828,21,,PYTHON,I,0,I
31,14,120,What was the capital of Czechoslovakia?,no,1.550093054,43,prague,PRAGUE,C,0,C
145,14,121,What is the last name of the man who invented dynamite?,no,1.599143278,58,nobel,NOBEL,C,0,C
138,14,122,What is the largest city in Canada?,no,1.136608935,75,toronto,TORONTO,C,1,C
92,14,123,What is the last name of the man who showed that lightning is electricity?,N/A,0,33,franklin,FRANKLIN,C,0,C
66,14,124,Over which river is the George Washington Bridge?,N/A,0,116,hudson,HUDSON,C,0,C
1,14,125,What is the name of the palace in London in which the monarch of England resides?,N/A,0,67,buckingham,BUCKINGHAM,C,0,C
143,14,126,What is the Taj Majal made of?,no,1.773492965,6,marble,MARBLE,C,0,C
101,14,127,In which city is Heathrow Airport located?,N/A,0,16,london,LONDON,C,0,C
21,14,128,What is the last name of the first U.S. President to die in office?,no,1.960625307,124,,HARRISON,I,0,I
53,14,129,What is the northernmost country in continental South America?,no,2.177257201,22,,COLOMBIA,I,0,I
112,14,130,What is the first book of the Old Testament?,N/A,0,52,genesis,GENESIS,C,0,C
0,14,131,What is the name of the river that runs through Rome?,yes,1.819300884,113,tiber,TIBER,C,0,C
38,14,132,What is the last name of the author who wrote Brave New World?,N/A,0,46,huxley,HUXLEY,C,0,C
63,14,133,What is the last name of the author who wrote 'The Old Man and the Sea'?,N/A,0,80,hemingway,HEMINGWAY,C,0,C
128,14,134,What is the name of a dried plum?,no,1.766712954,99,,PRUNE,I,0,I
95,14,135,What is the last name of the discoverer of the vaccination for smallpox?,yes,1.928558213,27,,JENNER,I,0,I
49,14,136,What is the last name of the criminal known as Scarface?,yes,1.415209336,74,capone,CAPONE,C,0,C
23,14,137,What country gave the world the word 'geyser' for a hot spring?,no,1.386413535,59,iceland,ICELAND,C,0,C
131,14,138,What staple crop does half the world's population depend on?,N/A,0,81,corn,RICE,I,0,I
147,14,139,What is the name of the constellation that looks like a flying horse?,yes,1.639822437,30,pegasus,PEGASUS,C,0,C
82,14,140,What is the last name of the Russian novelist Teddy Roosevelt called 'a sexual and moral pervert'?,yes,1.548602515,23,tolstoy,TOLSTOY,C,0,C
108,14,141,Who was The Friendly Ghost?,N/A,0,104,caspar,CASPER,C,0,I
9,14,142,What is the last name of Batman's secret identity in the Batman comics?,N/A,0,68,wayne,WAYNE,C,0,C
84,14,143,What's heaven to fallen Norse warriors?,N/A,0,35,valhalla,VALHALLA,C,0,C
100,14,144,What kind of animal was befriended by the escaped slave Androcles in an Aesop Fable?,no,1.414916328,93,lion,LION,C,0,C
36,14,145,What sitcom received a record 117 Emmy nominations?,no,1.767661642,18,cheers,CHEERS,C,0,C
140,14,146,What country was formerly known as the Belgian Congo?,no,1.231123597,92,,ZAIRE,I,0,I
86,14,147,What nuts are used in marzipan? ,N/A,0,69,almonds,ALMONDS,C,0,C
99,14,148,What is the last name of the president who is on the far right when you gaze at Mount Rushmore?,N/A,0,131,washington,LINCOLN,I,0,I
81,14,149,In what country is the Dalai Lama's palace?,yes,1.409218066,13,tibet,TIBET,C,0,C
13,14,150,What is the name of Batman's butler?,no,0.897403078,143,alfred,ALFRED,C,1,C
102,15,1,What is the capital of Russia?,yes,2.551159536,75,moscow,MOSCOW,C,0,C
62,15,2,In which city is Michelangelo's statue of David located?,yes,1.91710186,110,,FLORENCE,I,0,I
7,15,3,What is the last name of the man who first studied genetic inheritance in plants?,no,1.460655646,8,,MENDEL,I,0,I
109,15,4,What is the name of the kind of cat that spoke to Alice in the story Alice's adventures in Wonderland?,no,1.54935903,52,cheshire,CHESHIRE,C,0,C
100,15,5,What kind of animal was befriended by the escaped slave Androcles in an Aesop Fable?,no,0.92710612,139,,LION,I,1,I
78,15,6,What country suffered the slaughter of half a million Tutsis and Hutus in 1994?,N/A,0,21,rawanda,RWANDA,C,0,I
113,15,7,What is the last name of the villainous captain in the story Peter Pan?,yes,1.846213197,16,hook,HOOK,C,0,C
81,15,8,In what country is the Dalai Lama's palace?,no,0.695209563,6,tibet,TIBET,C,1,C
59,15,9,What is the name of a female sheep?,no,1.487892657,137,ewe,EWE,C,0,C
123,15,10,What is the last name of the man who was president directly after James Madison?,no,1.967975941,95,monroe,MONROE,C,0,C
89,15,11,What is the last name of the renowned English author who had been a Polish sailor?,no,1.49855121,130,,CONRAD,I,0,I
127,15,12,What is the name of Socrates' most famous student?,N/A,0,150,aristale,PLATO,I,0,I
24,15,13,What is the capital of Jamaica?,no,1.578294421,45,kingston,KINGSTON,C,0,C
139,15,14,In which country is Angel Falls located?,no,1.353718626,2,,VENEZUELA,I,0,I
57,15,15,What is the last name of the man who invented the phonograph?,yes,1.739417488,100,,EDISON,I,0,I
90,15,16,What Old Testament patriarch is mentioned in the Bible a record 1005 times?,no,1.400442068,111,,DAVID,I,0,I
34,15,17,What is the name of the avenue that immediately follows Atlantic Avenue in the game of Monopoly?,yes,1.575203569,3,,VENTNOR,I,0,I
71,15,18,What is the name of the British admiral who won the Battle of Trafalgar?,no,1.505707042,96,,NELSON,I,0,I
67,15,19,What is the last name of the man who wrote the Star Spangled Banner?,N/A,0,109,keys,KEY,C,0,I
145,15,20,What is the last name of the man who invented dynamite?,no,1.698385895,72,,NOBEL,I,0,I
19,15,21,What is May's birthstone?,N/A,0,35,emerald,EMERALD,C,0,C
107,15,22,What is the last name of the first person to set foot on the moon?,yes,1.473108812,88,armstrong,ARMSTRONG,C,0,C
52,15,23,What is the capital of Wyoming?,no,1.301194948,69,cheyenne,CHEYENNE,C,0,C
96,15,24,What is the last name of the person who has graced the most Sports Illustrated covers?,no,1.378457025,91,jordan,JORDAN,C,0,C
95,15,25,What is the last name of the discoverer of the vaccination for smallpox?,no,1.542011739,134,,JENNER,I,0,I
72,15,26,What colorless gas is essential in the production of fertilizers and light bulbs?,no,1.455330635,29,nitrogen,NITROGEN,C,0,C
146,15,27,What country joins Central America to South America?,yes,2.838544825,143,panama,PANAMA,C,0,C
77,15,28,What brand name drug is most often prescribed to treat attention deficit disorder?,no,0.662913323,73,,RITALIN,I,1,I
32,15,29,What is the capital of Bulgaria?,no,1.810456719,126,,SOPHIA,I,0,I
9,15,30,What is the last name of Batman's secret identity in the Batman comics?,no,1.644423773,34,,WAYNE,I,0,I
1,15,31,What is the name of the palace in London in which the monarch of England resides?,N/A,0,36,buckingham,BUCKINGHAM,C,0,C
5,15,32,What was the name of the zeppelin that exploded in Lakehurst N.J. in 1937?,no,1.57480196,53,,HINDENBURG,I,0,I
69,15,33,What is the highest mountain in the U.S.?,N/A,0,77,mckinley,MCKINLEY,C,0,C
40,15,34,What's the largest gland in the human body?,no,1.441082743,118,kidney,LIVER,I,0,I
35,15,35,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,N/A,0,83,warhol,WARHOL,C,0,C
22,15,36,Of which country is Budapest the capital?,N/A,0,86,hungary,HUNGARY,C,0,C
4,15,37,What was the name of the first Apollo lunar module that landed the first man on the moon?,no,1.381147256,9,eagle,EAGLE,C,0,C
56,15,38,What is the last name of the commander who lost the battle of the Little Bighorn River?,no,1.408448554,79,jackson,CUSTER,I,0,I
42,15,39,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,no,1.350505032,82,,PREAKNESS,I,0,I
124,15,40,What major city is on an island in the St. Lawrence River?,no,1.570216771,24,,MONTREAL,I,0,I
13,15,41,What is the name of Batman's butler?,yes,1.492293574,50,,ALFRED,I,0,I
8,15,42,What is the unit of electrical power that refers to the current of one ampere at one volt?,no,1.477490712,63,watt,WATT,C,0,C
21,15,43,What is the last name of the first U.S. President to die in office?,no,0.854093805,103,harrison,HARRISON,C,1,C
28,15,44,What is the last name of the author of the book 1984?,yes,2.169456268,120,orwell,ORWELL,C,0,C
16,15,45,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,no,1.430064438,33,,CHILD,I,0,I
30,15,46,What is the name of the organ that produces insulin?,yes,1.600046679,89,kidney,PANCREAS,I,0,I
99,15,47,What is the last name of the president who is on the far right when you gaze at Mount Rushmore?,no,0.658309619,119,lincoln,LINCOLN,C,1,C
134,15,48,What country's civil war was described as a 'rehearsal for World War II'?,no,1.914601549,145,,SPAIN,I,0,I
70,15,49,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,no,1.433898932,141,,MONTICELLO,I,0,I
94,15,50,What were raced in Greek and Roman hippodromes? ,no,1.471106381,40,horses,HORSES,C,0,C
43,15,51,What is the last name of the second U.S. president?,N/A,0,81,adams,ADAMS,C,0,C
73,15,52,What country has the ancient ruins of Machu Picchu?,N/A,0,102,peru,PERU,C,0,C
68,15,53,What Peanuts character clings to a security blanket?,N/A,0,121,snoopy,LINUS,I,0,I
143,15,54,What is the Taj Majal made of?,N/A,0,18,marble,MARBLE,C,0,C
51,15,55,Who was the first ruler of the Holy Roman Empire?,no,1.638543411,39,,CHARLEMAGNE,I,0,I
86,15,56,What nuts are used in marzipan? ,no,1.650401704,46,,ALMONDS,I,0,I
63,15,57,What is the last name of the author who wrote 'The Old Man and the Sea'?,no,1.541095349,15,tolstoy,HEMINGWAY,I,0,I
17,15,58,What is the last name of the author who wrote Oliver Twist?,yes,1.853572001,38,,DICKENS,I,0,I
141,15,59,What is the name of the captain of the Pequod in the book Moby Dick?,no,1.427209042,31,,AHAB,I,0,I
27,15,60,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,no,1.381450133,76,,NAUTILUS,I,0,I
130,15,61,What's the 'Q' short for in Q-Tips?,N/A,0,11,quick,QUALITY,I,0,I
10,15,62,What is the last name of the man who wrote Canterbury Tales?,no,1.366423072,104,,CHAUCER,I,0,I
138,15,63,What is the largest city in Canada?,N/A,0,4,quebec,TORONTO,I,0,I
92,15,64,What is the last name of the man who showed that lightning is electricity?,N/A,0,49,franklin,FRANKLIN,C,0,C
101,15,65,In which city is Heathrow Airport located?,N/A,0,68,london,LONDON,C,0,C
128,15,66,What is the name of a dried plum?,no,0.795427292,127,prune,PRUNE,C,0,C
18,15,67,What is the capital of Delaware?,yes,2.247719959,106,,DOVER,I,0,I
118,15,68,What is the last name of the man who began the Protestant reformation in Germany?,no,1.801579725,25,,LUTHER,I,0,I
122,15,69,Which dynasty was in power throughout the 1500's in China?,no,1.425223959,129,ming,MING,C,0,C
23,15,70,What country gave the world the word 'geyser' for a hot spring?,no,1.831176578,122,iceland,ICELAND,C,0,C
58,15,71,What's the northernmost Baltic republic?,no,1.607503925,10,,ESTONIA,I,0,I
85,15,72,What animals travel in pods? ,no,1.535923041,20,whales,WHALES,C,0,C
2,15,73,What is the name of the collar bone?,yes,2.306542945,22,cervicle,CLAVICLE,I,0,I
38,15,74,What is the last name of the author who wrote Brave New World?,no,1.50535499,57,,HUXLEY,I,0,I
88,15,75,What igneous rock makes up the bulk of Devils Tower?,no,1.475844033,44,,BASALT,I,0,I
125,15,76,What is the name of the American who starred in the 1936 Olympics?,no,1.388864343,19,,OWENS,I,0,I
15,15,77,What is the last name of the male star of the movie Casablanca?,no,1.402510686,7,,BOGART,I,0,I
76,15,78,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,N/A,0,98,revere,REVERE,C,0,C
97,15,79,Brown vs. Board of Education the landmark civil-rights case originated in what state?,yes,1.671717553,65,kansas,KANSAS,C,0,C
103,15,80,What is the most populous country in Africa?,N/A,0,136,egypt,NIGERIA,I,0,I
29,15,81,What is the last name of the man who assassinated President John Kennedy?,yes,1.653630194,115,,OSWALD,I,0,I
0,15,82,What is the name of the river that runs through Rome?,no,1.553652348,128,,TIBER,I,0,I
119,15,83,What is the name of the ship that carried the pilgrims to America in 1620?,N/A,0,105,mayflower,MAYFLOWER,C,0,C
54,15,84,What is the name of the island on which Napoleon was born?,no,1.43891211,133,,CORSICA,I,0,I
41,15,85,What is the name of the furry animal that attacks cobra snakes?,no,1.431139336,131,,MONGOOSE,I,0,I
50,15,86,The general named Hannibal was from what city?,no,1.745827392,92,,CARTHAGE,I,0,I
140,15,87,What country was formerly known as the Belgian Congo?,no,1.6281653,14,,ZAIRE,I,0,I
84,15,88,What's heaven to fallen Norse warriors?,no,1.569394923,135,,VALHALLA,I,0,I
26,15,89,What was the name of the Union Ironclad ship that fought the Confederate ironclad Merrimack?,no,1.862712215,71,,MONITOR,I,0,I
91,15,90,What is the last name of the man who supposedly killed Jesse James?,yes,1.74774695,42,,FORD,I,0,I
83,15,91,What is the name of the mountain range that separates Asia from Europe?,N/A,0,48,himalayas,URAL,I,0,I
20,15,92,What is the capital of Kentucky?,N/A,0,124,lexington,FRANKFORT,I,0,I
132,15,93,What was the last name of the woman who designed and sewed the first American flag?,no,1.738194386,37,ross,ROSS,C,0,C
45,15,94,What is the last name of the actress who received the Best Actress Award for the movie 'Mary Poppins'?,yes,2.407114791,58,andrews,ANDREWS,C,0,C
129,15,95,What was Cinderella's coach made from?,N/A,0,23,pumpkin,PUMPKIN,C,0,C
47,15,96,In what ancient city were the Hanging Gardens located?,no,1.556581099,5,,BABYLON,I,0,I
111,15,97,What is the name for a medical doctor who specializes in diseases of the skin?,N/A,0,32,dermatologist,DERMATOLOGIST,C,0,C
48,15,98,What is the name of the man who assassinated Abraham Lincoln?,yes,1.968590211,101,booth,BOOTH,C,0,C
108,15,99,Who was The Friendly Ghost?,N/A,0,78,casper,CASPER,C,0,C
120,15,100,What city was Martin Luther King Jr. assassinated in?,yes,1.835701529,41,memphis,MEMPHIS,C,0,C
55,15,101,What is the last name of the scientist who discovered radium?,no,1.336993644,60,,CURIE,I,0,I
3,15,102,What is the last name of the author who wrote Brothers Karamazov?,no,1.41797952,13,,DOSTOEVSKY,I,0,I
148,15,103,What country's ships transported four million African slaves to Brazil?,N/A,0,47,england,PORTUGAL,I,0,I
64,15,104,What kind of poison did Socrates take at his execution?,no,1.66590608,56,,HEMLOCK,I,0,I
60,15,105,What is the name of the unit of measure that refers to a six-foot depth of water?,no,1.825439331,94,,FATHOM,I,0,I
116,15,106,What is the last name of the person who defined 'The Beat Generation'?,no,1.394621438,62,,KEROUAC,I,0,I
121,15,107,What is the name for the astronomical bodies that enter the earth's atmosphere?,yes,2.360940705,148,meteors,METEORS,C,0,C
149,15,108,What is the last name of the singer who recorded 'Heartbreak Hotel' and 'All Shook Up'?,no,1.558265901,99,presley,PRESLEY,C,0,C
135,15,109,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,no,2.002402321,1,,SPHINX,I,0,I
39,15,110,What country's capital is Tripoli?,no,1.642385399,114,,LIBYA,I,0,I
137,15,111,What liquor packs the punch in an Aztec Punch?,no,1.406403363,108,tequila,TEQUILA,C,0,C
44,15,112,What is the last name of the author of Little Women?,yes,1.738471971,112,,ALCOTT,I,0,I
105,15,113,What virus killed two million people in 1967?,N/A,0,51,plague,SMALLPOX,I,0,I
11,15,114,What is the last name of the Confederate general whose last words were 'Let us cross the river and rest in the shade'?,no,1.489209453,132,,JACKSON,I,0,I
115,15,115,Who was the leader of the Argonauts?,no,1.491353646,66,,JASON,I,0,I
31,15,116,What was the capital of Czechoslovakia?,no,1.868705955,90,,PRAGUE,I,0,I
93,15,117,What island is the largest in the world excluding Australia?,no,1.350431216,55,,GREENLAND,I,0,I
75,15,118,What is the world's largest snake?,no,1.632845687,147,python,PYTHON,C,0,C
37,15,119,What is the last name of the boy in the book Treasure Island?,no,1.383459285,85,,HAWKINS,I,0,I
36,15,120,What sitcom received a record 117 Emmy nominations?,yes,2.008222686,74,cheers,CHEERS,C,0,C
147,15,121,What is the name of the constellation that looks like a flying horse?,no,1.597852599,117,pegasis,PEGASUS,C,0,I
142,15,122,Which big cat usually carries its dead prey up into a tree to eat it?,no,1.642378833,142,leopard,LEOPARD,C,0,C
144,15,123,What is the last name of the composer who wrote the opera 'Don Giovanni'?,no,1.505254544,113,mozart,MOZART,C,0,C
136,15,124,According to the FDA what's the only fish that produces real caviar?,yes,2.565711303,149,sturgeon,STURGEON,C,0,C
117,15,125,What human organ (or organs) does a nephrologist treat?,no,1.736656614,70,liver,KIDNEY,I,0,I
14,15,126,Who was the title character in 'The Merchant of Venice'?,no,1.584929788,140,antonio,ANTONIO,C,0,C
79,15,127,What spice do chefs pay the most for?,no,1.582562628,67,sapphron,SAFFRON,I,0,I
114,15,128,What company invented the microprocessor in 1971?,N/A,0,43,apple,INTEL,I,0,I
131,15,129,What staple crop does half the world's population depend on?,N/A,0,64,corn,RICE,I,0,I
98,15,130,Of which country is Nairobi the capital?,no,1.290843692,61,,KENYA,I,0,I
112,15,131,What is the first book of the Old Testament?,yes,1.344461581,59,genesis,GENESIS,C,0,C
82,15,132,What is the last name of the Russian novelist Teddy Roosevelt called 'a sexual and moral pervert'?,no,1.851196511,138,tolstoy,TOLSTOY,C,0,C
25,15,133,What is the name of the project which developed the atomic bomb during World War II?,yes,1.70712034,97,manhattan,MANHATTAN,C,0,C
110,15,134,What is the capital of Denmark?,yes,1.573619653,80,copenhagen,COPENHAGEN,C,0,C
6,15,135,In the bible whose name was changed to Israel?,no,1.976683495,93,jacob,JACOB,C,0,C
53,15,136,What is the northernmost country in continental South America?,N/A,0,26,,COLOMBIA,I,0,I
61,15,137,What is the last name of the author of the James Bond novels?,no,1.671276212,84,,FLEMING,I,1,I
133,15,138,What nation signed away a fourth of its European land in a 1918 Treaty?,no,1.409169395,144,russia,RUSSIA,C,0,C
104,15,139,What is the name of the process by which plants make their food?,N/A,0,125,photosynthesis,PHOTOSYNTHESIS,C,0,C
87,15,140,What is the more common name for a mandrill?,no,1.777931502,123,,BABOON,I,0,I
33,15,141,What is the name of the crime in which a person purposely betrays their country?,N/A,0,30,terrorism,TREASON,I,0,I
106,15,142,What is the longest river in South America?,N/A,0,27,nile,AMAZON,I,0,I
66,15,143,Over which river is the George Washington Bridge?,N/A,0,12,hudson,HUDSON,C,0,C
46,15,144,In what European city is the Parthenon located?,yes,1.63510194,54,athens,ATHENS,C,0,C
74,15,145,In which sport does a rider on horseback hit a ball with a mallet?,yes,2.120711563,28,polo,POLO,C,0,C
126,15,146,What is the last name of the artist who painted Guernica?,no,1.615456894,116,picasso,PICASSO,C,0,C
12,15,147,What drug was named after the Greek god of dreams?,yes,2.184863892,17,morphine,MORPHINE,C,0,C
49,15,148,What is the last name of the criminal known as Scarface?,no,1.761277811,146,,CAPONE,I,0,I
65,15,149,Who was the most famous Greek doctor?,no,1.818191063,87,,HIPPOCRATES,I,0,I
80,15,150,What is the capital of Chile?,no,1.689639151,107,,SANTIAGO,I,0,I
29,16,1,What is the last name of the man who assassinated President John Kennedy?,N/A,0,21,oswald,OSWALD,C,0,C
129,16,2,What was Cinderella's coach made from?,N/A,0,77,pumpkin,PUMPKIN,C,0,C
11,16,3,What is the last name of the Confederate general whose last words were 'Let us cross the river and rest in the shade'?,no,1.63280498,24,jackson,JACKSON,C,0,C
132,16,4,What was the last name of the woman who designed and sewed the first American flag?,no,1.376694553,76,ross,ROSS,C,0,C
40,16,5,What's the largest gland in the human body?,no,1.889019967,124,liver,LIVER,C,1,C
54,16,6,What is the name of the island on which Napoleon was born?,no,1.329019864,110,corsica,CORSICA,C,0,C
85,16,7,What animals travel in pods? ,no,1.268493681,114,whales,WHALES,C,0,C
105,16,8,What virus killed two million people in 1967?,no,1.196625574,104,smallpox,SMALLPOX,C,0,C
118,16,9,What is the last name of the man who began the Protestant reformation in Germany?,N/A,0,54,luther,LUTHER,C,0,C
58,16,10,What's the northernmost Baltic republic?,N/A,0,49,norway,ESTONIA,I,0,I
49,16,11,What is the last name of the criminal known as Scarface?,yes,1.440976344,43,capone,CAPONE,C,0,C
117,16,12,What human organ (or organs) does a nephrologist treat?,yes,1.589803845,79,kidneys,KIDNEY,C,0,I
26,16,13,What was the name of the Union Ironclad ship that fought the Confederate ironclad Merrimack?,no,1.355150812,17,,MONITOR,I,0,I
38,16,14,What is the last name of the author who wrote Brave New World?,N/A,0,103,huxley,HUXLEY,C,0,C
7,16,15,What is the last name of the man who first studied genetic inheritance in plants?,N/A,0,2,mendell,MENDEL,C,0,I
21,16,16,What is the last name of the first U.S. President to die in office?,N/A,0,145,harrison,HARRISON,C,0,C
115,16,17,Who was the leader of the Argonauts?,N/A,0,149,jason,JASON,C,0,C
119,16,18,What is the name of the ship that carried the pilgrims to America in 1620?,N/A,0,144,mayflower,MAYFLOWER,C,0,C
27,16,19,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,N/A,0,117,nostromo,NAUTILUS,I,0,I
45,16,20,What is the last name of the actress who received the Best Actress Award for the movie 'Mary Poppins'?,N/A,0,4,andrews,ANDREWS,C,0,C
147,16,21,What is the name of the constellation that looks like a flying horse?,N/A,0,3,pegasus,PEGASUS,C,0,C
121,16,22,What is the name for the astronomical bodies that enter the earth's atmosphere?,no,1.932360402,119,meteor,METEORS,C,0,I
131,16,23,What staple crop does half the world's population depend on?,N/A,0,34,corn,RICE,I,0,I
24,16,24,What is the capital of Jamaica?,N/A,0,13,kingston,KINGSTON,C,0,C
146,16,25,What country joins Central America to South America?,no,1.075261496,113,panama,PANAMA,C,1,C
1,16,26,What is the name of the palace in London in which the monarch of England resides?,no,2.081078631,125,buckingham,BUCKINGHAM,C,1,C
149,16,27,What is the last name of the singer who recorded 'Heartbreak Hotel' and 'All Shook Up'?,no,3.349573154,131,presley,PRESLEY,C,0,C
14,16,28,Who was the title character in 'The Merchant of Venice'?,no,1.791959332,11,antonio,ANTONIO,C,0,C
94,16,29,What were raced in Greek and Roman hippodromes? ,no,0.771326153,64,horses,HORSES,C,1,C
93,16,30,What island is the largest in the world excluding Australia?,N/A,0,94,greenland,GREENLAND,C,0,C
23,16,31,What country gave the world the word 'geyser' for a hot spring?,no,1.553491135,46,iceland,ICELAND,C,1,C
91,16,32,What is the last name of the man who supposedly killed Jesse James?,N/A,0,87,ford,FORD,C,0,C
130,16,33,What's the 'Q' short for in Q-Tips?,no,1.222966712,105,quality,QUALITY,C,0,C
19,16,34,What is May's birthstone?,no,1.356554056,67,emerald,EMERALD,C,0,C
89,16,35,What is the last name of the renowned English author who had been a Polish sailor?,no,1.452102601,29,conrad,CONRAD,C,0,C
73,16,36,What country has the ancient ruins of Machu Picchu?,N/A,0,91,peru,PERU,C,0,C
36,16,37,What sitcom received a record 117 Emmy nominations?,N/A,0,68,i love lucy,CHEERS,I,0,I
114,16,38,What company invented the microprocessor in 1971?,N/A,0,9,intel,INTEL,C,0,C
68,16,39,What Peanuts character clings to a security blanket?,no,1.190093642,129,,LINUS,I,0,I
112,16,40,What is the first book of the Old Testament?,N/A,0,86,genesis,GENESIS,C,0,C
84,16,41,What's heaven to fallen Norse warriors?,yes,1.382624762,53,valhalla,VALHALLA,C,0,C
44,16,42,What is the last name of the author of Little Women?,N/A,0,5,alcott,ALCOTT,C,0,C
148,16,43,What country's ships transported four million African slaves to Brazil?,no,1.286814807,57,portugal,PORTUGAL,C,1,C
122,16,44,Which dynasty was in power throughout the 1500's in China?,N/A,0,25,qing,MING,C,0,I
125,16,45,What is the name of the American who starred in the 1936 Olympics?,N/A,0,36,jesse owens,OWENS,C,0,I
42,16,46,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,N/A,0,89,priqueness,PREAKNESS,I,0,I
126,16,47,What is the last name of the artist who painted Guernica?,N/A,0,147,picasso,PICASSO,C,0,C
124,16,48,What major city is on an island in the St. Lawrence River?,N/A,0,134,montreal,MONTREAL,C,0,C
33,16,49,What is the name of the crime in which a person purposely betrays their country?,N/A,0,139,treason,TREASON,C,0,C
128,16,50,What is the name of a dried plum?,N/A,0,74,prune,PRUNE,C,0,C
12,16,51,What drug was named after the Greek god of dreams?,no,1.289740906,47,morphine,MORPHINE,C,0,C
60,16,52,What is the name of the unit of measure that refers to a six-foot depth of water?,no,1.284865743,81,fathom,FATHOM,C,0,C
59,16,53,What is the name of a female sheep?,no,1.344022064,75,ewe,EWE,C,0,C
142,16,54,Which big cat usually carries its dead prey up into a tree to eat it?,N/A,0,71,mountain lion,LEOPARD,I,0,I
101,16,55,In which city is Heathrow Airport located?,N/A,0,50,chicago,LONDON,I,0,I
140,16,56,What country was formerly known as the Belgian Congo?,no,1.400982733,10,zaire,ZAIRE,C,0,C
37,16,57,What is the last name of the boy in the book Treasure Island?,no,1.313290374,73,hawkins,HAWKINS,C,0,C
57,16,58,What is the last name of the man who invented the phonograph?,N/A,0,121,edison,EDISON,C,0,C
39,16,59,What country's capital is Tripoli?,no,1.341838461,33,lybia,LIBYA,I,0,I
98,16,60,Of which country is Nairobi the capital?,N/A,0,72,kenya,KENYA,C,0,C
69,16,61,What is the highest mountain in the U.S.?,N/A,0,78,mckinley,MCKINLEY,C,0,C
82,16,62,What is the last name of the Russian novelist Teddy Roosevelt called 'a sexual and moral pervert'?,no,1.356429691,82,tolstoy,TOLSTOY,C,0,C
47,16,63,In what ancient city were the Hanging Gardens located?,N/A,0,95,babylonm,BABYLON,C,0,I
113,16,64,What is the last name of the villainous captain in the story Peter Pan?,N/A,0,22,hook,HOOK,C,0,C
